prod_name,prod_sku,prod_stock,prod_price,prod_tax_status,prod_img_1,prod_img_2,prod_img_3,prod_img_4, prod_currency,prod_description,prod_unit,prod_department,prod_category,prod_brand,prod_segment,prod_attributes,prod_guarantee, prod_contact,prod_contact_unit,dimension_length,dimension_width,dimension_height,dimension_weight
"AIO HP ProOne 245 AiO 24' AMD R7-7730U 512GB SSD 16GB  Wi-Fi 6, Win 11 Pro","A09F1LA#ABM",316,660.47,"Más IVA","https://sedvirtual.sedcolombia.com.co/stockimages/HP-A09F1LAABM-1.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/HP-A09F1LAABM-2.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/HP-A09F1LAABM-3.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/HP-A09F1LAABM-4.jpg","USD","Alto rendimiento y gran portabilidad Obtenga la combinación excepcional de rendimiento, conectividad y velocidad con gran capacidad de respuesta gracias al procesador AMD Ryzen 7 que le permite ejecutar, crear y conectarse de manera rápida y fiable.","UNIDADES","Computadores","Todo en Uno","HP","Oficina","","1 Año","ANDRES MAURICIO PEÑA ROJAS","Transaccional",22.80,49.90,39.90,5.40
