sku,department,category,brand,name,image_1,image_2,image_3,image_4,correct_images
1015049,Impresión,Scanner,KODAK," Escaner Kodak S2070",,,,https://sedvirtual.sedcolombia.com.co/stockimages/KODAK-1015049-4.jpg,3
1015114,Impresión,Scanner,KODAK,"Escaner Kodak S2060w",,,,,4
11SW000KLS,Computadores,PC's,LENOVO,"PC SFF Lenovo TC Neo 50s Intel i5-12400 8GB DD 512GB SSD W11P 1Y",,,,,4
11T4003HLS,Computadores,PC's,LENOVO,"PC Tiny Lenovo TC M70q Intel I7-12700T 16GB 512GB SSD Windows 11 Pro",,,,,4
161-BBPH,Servidores,Discos,DELL,"Disco servidor Dell 4TB Hard Drive NLSAS 7.2K RPM 12Gbps 512n 3.5in Hot-plug",https://sedvirtual.sedcolombia.com.co/stockimages/DELL-161-BBPH-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-161-BBPH-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-161-BBPH-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-161-BBPH-4.jpg,0
161-BBZP,Servidores,Discos,DELL,"Disco servidor Dell 1 TB Hard Drive SATA 6Gbps 7.2K 512e 3.5in cable customer kit","https://sedvirtual.sedcolombia.com.co/stockimages/Servidores-Disco HDD 1 TB Hard Drive SATA-Disco-1TB-7.2K-3.5-SATA-DELL-161-BBZP-1.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Servidores-Disco HDD 1 TB Hard Drive SATA-Disco-1TB-7.2K-3.5-SATA-DELL-161-BBZP-2.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Servidores-Disco HDD 1 TB Hard Drive SATA-Disco-1TB-7.2K-3.5-SATA-DELL-161-BBZP-3.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Servidores-Disco HDD 1 TB Hard Drive SATA-Disco-1TB-7.2K-3.5-SATA-DELL-161-BBZP-4.jpg",0
161-BCHF,Servidores,Discos,DELL,"Disco servidor Dell 2.4TB SAS 10K  2.5",https://sedvirtual.sedcolombia.com.co/stockimages/DELL-161-BCHF-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-161-BCHF-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-161-BCHF-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-161-BCHF-4.jpg,0
1960988,Impresión,Scanner,KODAK,"Escaner Kodak Scanmate i940",,,,,4
1E7D6AA,Accesorios,Morrales,HP,"Maleta HP 15.6'",,,,https://sedvirtual.sedcolombia.com.co/stockimages/HP-1E7D6AA-4.jpg,3
20G05A#BGJ,Impresión,Scanner,HP,"Escáner HP Pro 2600 f1",,,,,4
20G08A#BGJ,Impresión,Scanner,HP,"Escáner HP ScanJet Enterprise FlowN6600 fnw1",https://sedvirtual.sedcolombia.com.co/stockimages/HP-20G08A#BGJ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-20G08A#BGJ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-20G08A#BGJ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-20G08A#BGJ-4.jpg,0
21FD000TLM,Computadores,Workstation,LENOVO,"Portátil Ws Lenovo P16v 16' Intel i7 16GB 1TB SSD Windows 11 Pro",,,,,4
21FD000YLM,Computadores,Workstation,LENOVO,"Portatil Lenovo P16v 16' Intel i7-1360H 16GB 1TB SSD Windows 11 Pro 1Y",,,,,4
21FE0037LM,Computadores,Workstation,LENOVO,"Portatil Lenovo P16v 16' Ryzen 7 7840HS 16GB 1TB SSD Windows 11 Pro 1Y",,,,,4
21H8000HLM,Computadores,Portátiles,LENOVO,"Portátil Thinkpad L15  15.6' AMD Ryzen 7 PRO 7730U 16GB 512GB SSD W11P  3Y",,,,,4
21HG0016LM,Computadores,Workstation,LENOVO,"Portatil Lenovo P14s 14' Intel i7-1360P 16GB 512SSD Windows 11 Pro 3Y",,,,,4
21HL0013LM,Computadores,Workstation,LENOVO,"Portatil Lenovo P16s 16' Core i7  32GB 512 SSD Windows 11 Pro 1Y",,,,,4
21KJ005BLM,Computadores,Portátiles,LENOVO,"Portátil Lenovo ThinkBook 14  14' AMD Ryzen 5 7530U 16GB 512GB SSD W11P  1Y",,,,,4
22B3HM,"Televisores y Monitores",Monitores,AOC,"Monitor AOC 21.5' VA LED Full HD 75Hz Base Fija",,,,,4
24B3HM,"Televisores y Monitores",Monitores,AOC,"Monitor AOC 23.8' 24B3HM LED Full HD 75Hz",,,,,4
27B3HM,"Televisores y Monitores",Monitores,AOC,"Monitor profesional AOC 27' VA Base Fija",,,,,4
29R0500,Impresión,Multifuncional,RICOH,"Impresora MTF Ricoh Monocromatica M 400FW",,,,https://sedvirtual.sedcolombia.com.co/stockimages/RICOH-29R0500-4.jpg,3
2Y9H2A#B1K,Impresión,Multifuncional,HP,"Impresora MFP HP DesignJet T850 de 36 pulgadas",https://sedvirtual.sedcolombia.com.co/stockimages/HP-2Y9H2A#B1K-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-2Y9H2A#B1K-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-2Y9H2A#B1K-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-2Y9H2A#B1K-4.jpg,0
2Y9H3A#B1K,Impresión,Multifuncional,HP,"Impresora MFP HP DesignJet T950 de 36 pulgadas",https://sedvirtual.sedcolombia.com.co/stockimages/HP-2Y9H3A#B1K-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-2Y9H3A#B1K-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-2Y9H3A#B1K-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-2Y9H3A#B1K-4.jpg,0
2Z629A#BGJ,Impresión,Multifuncional,HP,"Impresora HP LaserJet Pro MFP 4103fdw",https://sedvirtual.sedcolombia.com.co/stockimages/HP-2Z629A#BGJ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-2Z629A#BGJ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-2Z629A#BGJ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-2Z629A#BGJ-4.jpg,0
30GK002TLM,Computadores,Workstation,LENOVO,"PC Lenovo P358 AMD 7 PRO 5845 16GB 512GB Windows 11 3Y",,,,,4
30GU000ULM,Computadores,Workstation,LENOVO,"PC Ws Lenovo P3 Intel i7 13700 16GB 512 SSD 1TB SATA  Windows 11 3Y",,https://sedvirtual.sedcolombia.com.co/stockimages/LENOVO-30GU000ULM-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LENOVO-30GU000ULM-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LENOVO-30GU000ULM-4.jpg,1
345-BDQM,Servidores,Discos,DELL,"Discos servidor Dell 960GB SSD SATA Read Intensive 6Gbps 512e 2.5in with 3.5in HYB CARR",,,,,4
345-BDZZ,Servidores,Discos,DELL,"Disco Dell 480GB SSD SATA Read Intensive 6Gbps 512e 2.5in Hot-plug",https://sedvirtual.sedcolombia.com.co/stockimages/DELL-345-BDZZ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-345-BDZZ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-345-BDZZ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-345-BDZZ-4.jpg,0
345-BEBH,Servidores,Discos,DELL,"Disco servidor Dell 480GB SSD SATA Read Intensive 6Gbps 512e 2.5in with 3.5in Hybrid Carri",https://sedvirtual.sedcolombia.com.co/stockimages/DELL-345-BEBH-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-345-BEBH-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-345-BEBH-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-345-BEBH-4.jpg,0
345-BEFW,Servidores,Discos,DELL,"Discos servidor Dell 960GB SSD SATA Read Intensive 6Gbps 512e 2.5in Hot-Plug","https://sedvirtual.sedcolombia.com.co/stockimages/Servidores-Disco Duro SSD-Disco-960-SSD-2.5-DELL-345-BEFW-1.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Servidores-Disco Duro SSD-Disco-960-SSD-2.5-DELL-345-BEFW-2.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Servidores-Disco Duro SSD-Disco-960-SSD-2.5-DELL-345-BEFW-3.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Servidores-Disco Duro SSD-Disco-960-SSD-2.5-DELL-345-BEFW-4.jpg",0
3G654A#BGJ,Impresión,Impresora,HP,"Impresora HP LaserJet Pro 3003dw",https://sedvirtual.sedcolombia.com.co/stockimages/HP-3G654A#BGJ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-3G654A#BGJ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-3G654A#BGJ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-3G654A#BGJ-4.jpg,0
3PZ55A#BGJ,Impresión,Multifuncional,HP,"Impresora  HP multifunción  LaserJet Enterprise M430f",https://sedvirtual.sedcolombia.com.co/stockimages/HP-3PZ55A#BGJ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-3PZ55A#BGJ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-3PZ55A#BGJ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-3PZ55A#BGJ-4.jpg,0
400-BLCK,Servidores,Discos,DELL,"Disco servidor Dell 480GB,2E,IT06,M.2 Single Stick, CK",https://sedvirtual.sedcolombia.com.co/stockimages/DELL-400-BLCK-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-400-BLCK-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-400-BLCK-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-400-BLCK-4.jpg,0
408284,Impresión,"Suministros de impresión",RICOH,"Cartucho de toner Ricoh Negro SP 3710X",,,https://sedvirtual.sedcolombia.com.co/stockimages/RICOH-408284-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/RICOH-408284-4.jpg,2
408339,Impresión,"Suministros de impresión",RICOH,"Cartucho de toner Ricoh Yellow M C 250H",,,https://sedvirtual.sedcolombia.com.co/stockimages/RICOH-408339-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/RICOH-408339-4.jpg,2
408535T,Impresión,Multifuncional,RICOH,"Impresora Multifuncional M 320F",,,,,4
408544,Impresión,Multifuncional,RICOH,"Impresora Multifuncional Laser color M C251FW",,,,,4
40AY0090US,Accesorios,"Docking Station",LENOVO,"Estación de acoplamiento Docking Lenovo Usb C",,,https://sedvirtual.sedcolombia.com.co/stockimages/LENOVO-40AY0090US-3.jpg,,3
417434,Impresión,Multifuncional,RICOH,"Impresora Multifuncional MP 305SPF",,,,,4
418458,Impresión,Multifuncional,RICOH,"Impresora Multifuncional IM 550F",,,,,4
418490,Impresión,Multifuncional,RICOH,"Impresora Multifuncional IM 430F",,,,,4
418569,Impresión,Multifuncional,RICOH,"Impresora Multifuncional Laaser color IM C300F",,,,,4
43HT3WJ-B.AWC,"Televisores y Monitores",Monitores,LG,"Monitor LG 43' One Quick Flex 4K UHD",https://sedvirtual.sedcolombia.com.co/stockimages/#REF!,https://sedvirtual.sedcolombia.com.co/stockimages/#REF!,https://sedvirtual.sedcolombia.com.co/stockimages/#REF!,https://sedvirtual.sedcolombia.com.co/stockimages/#REF!,0
43LM6370PDB.AWC,"Televisores y Monitores",Televisores,LG,"Tv LG 43' 43LM6370PDB LED Full HD Smart TV",https://sedvirtual.sedcolombia.com.co/stockimages/LG-43LM6370PDB.AWC-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-43LM6370PDB.AWC-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-43LM6370PDB.AWC-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-43LM6370PDB.AWC-4.jpg,0
43UH5J-H.AWC,"Televisores y Monitores",Monitores,LG,"Monitor LG 43' de señalizacion digital 4KUHD",,,,,4
49UH5N-E.AWC,"Televisores y Monitores",Monitores,LG,"Monitor LG 49' 4K UHD",,,,,4
49VL5PJ-A.AWC,"Televisores y Monitores",Monitores,LG,"Monitor LG de 49' Video Wall FHD",https://sedvirtual.sedcolombia.com.co/stockimages/LG-49VL5PJ-A.AWC-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-49VL5PJ-A.AWC-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-49VL5PJ-A.AWC-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-49VL5PJ-A.AWC-4.jpg,0
4XF1K72399,Accesorios,,LENOVO,"Kit de montaje de soporte de abrazadera III para ThinkCentre Tiny 4XF1K72399",,,,,4
50UR7800PSB.AWC,"Televisores y Monitores",Televisores,LG,"Tv LG 50' 50UR7800PSB 4K-UHD LED Smart TV",,,,,4
55TR3DK-B.AUWQ,"Televisores y Monitores",Monitores,LG,"Monitor LG 55' UHD tableros interactivos",,,,,4
55UH5N-E.AWC,"Televisores y Monitores",Monitores,LG,"Monitor LG 55' 4K UHD",,https://sedvirtual.sedcolombia.com.co/stockimages/LG-55UH5N-E.AWC-2.jpg,,,3
55UH7J-H.AWC,"Televisores y Monitores",Monitores,LG,"Monitor LG 55' ultra HD antireflejo",,,,,4
55UR7300PSA.AWCQ,"Televisores y Monitores",Televisores,LG,"Tv LG 55' 55UR7300PSA  UHD 4K smart TV",,,,https://sedvirtual.sedcolombia.com.co/stockimages/LG-55UR7300PSA.AWCQ-4.jpg,3
55UR871C0SA.AWC,"Televisores y Monitores",Televisores,LG,"Televisor LG 55' Industrial UHD",https://sedvirtual.sedcolombia.com.co/stockimages/LG-8806084209443-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-8806084209443-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-8806084209443-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-8806084209443-4.jpg,0
55UR8750PSA.AWC,"Televisores y Monitores",Televisores,LG,"Tv LG 55' UR8750PSA LED Ultra HD 4K Smart TV",https://sedvirtual.sedcolombia.com.co/stockimages/LG-55UR8750PSA.AWC-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-55UR8750PSA.AWC-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-55UR8750PSA.AWC-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-55UR8750PSA.AWC-4.jpg,0
55VM5J-H.AWC,"Televisores y Monitores",Monitores,LG,"Monitor LG de 55'' Video Wall",https://sedvirtual.sedcolombia.com.co/stockimages/LG-55VM5J-H.AWC-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-55VM5J-H.AWC-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-55VM5J-H.AWC-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-55VM5J-H.AWC-4.jpg,0
5HH48A#BGJ,Impresión,Impresora,HP,"Impresora HP Color LaserJet Pro 4203dw",https://sedvirtual.sedcolombia.com.co/stockimages/HP-5HH48A#BGJ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-5HH48A#BGJ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-5HH48A#BGJ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-5HH48A#BGJ-4.jpg,0
5HH67A#BGJ,Impresión,Multifuncional,HP,"Impresora HP MFP Color LaserJet Pro 4303fdw",https://sedvirtual.sedcolombia.com.co/stockimages/HP-5HH67A#BGJ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-5HH67A#BGJ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-5HH67A#BGJ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-5HH67A#BGJ-4.jpg,0
63D2ZAR1LA,"Televisores y Monitores",Monitores,LENOVO,"Monitor Diseño Lenovo 32' 4K",,,,,4
63E2KAC6LA,"Televisores y Monitores",Monitores,LENOVO,"Monitor Lenovo C22e-20 21.45' Full HD",,,,,4
63EDMAR2LA,"Televisores y Monitores",Monitores,LENOVO,"Monitor Lenovo E24-30 23,8' Altura Ajustable",,,,,4
63F2RAR3LA,"Televisores y Monitores",Monitores,LENOVO,"Monitor Diseño Lenovo 32' WQHD Ultra-Wide Curved Monitor",,,,,4
64W30AA#ABA,Computadores,,HP,"monitor 21.5' Adjustable",https://sedvirtual.sedcolombia.com.co/stockimages/HP-64W30AA#ABA-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-64W30AA#ABA-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-64W30AA#ABA-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-64W30AA#ABA-4.jpg,0
64W34AA#ABA,Computadores,,HP,"monitor 23.8' Adjustable",https://sedvirtual.sedcolombia.com.co/stockimages/HP-64W34AA#ABA-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-64W34AA#ABA-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-64W34AA#ABA-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-64W34AA#ABA-4.jpg,0
655710-B21,Servidores,Discos,HP,"Disco Duro Disco Duro 1TB 6G SATA 7.2k",,https://sedvirtual.sedcolombia.com.co/stockimages/HP-655710-B21-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-655710-B21-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-655710-B21-4.jpg,1
65UL3J-E.AWC,"Televisores y Monitores",Monitores,LG,"Monitor LG 65' de señalizacion Estandar  4KUHD",,,,,4
65UR640S0DD.AWC,"Televisores y Monitores",Monitores,LG,"Monitor TV comercial LG 65' UHD",,,,https://sedvirtual.sedcolombia.com.co/stockimages/LG-65UR640S0DD.AWC-4.jpg,3
65UR8750PSA.AWC,"Televisores y Monitores",Televisores,LG,"Tv LG 65' 65UR8750PSA LED Ultra HD 4k Smart TV",https://sedvirtual.sedcolombia.com.co/stockimages/LG-65UR8750PSAAWC-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-65UR8750PSAAWC-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-65UR8750PSAAWC-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/LG-65UR8750PSAAWC-4.jpg,0
6FW06A#BGJ,Impresión,Scanner,HP,"Escáner HP Scanjet Pro 2000 s2",https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW06A#BGJ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW06A#BGJ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW06A#BGJ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW06A#BGJ-4.jpg,0
6FW07A#BGJ,Impresión,Scanner,HP,"Escáner HP Scanjet Pro 3000 s4",https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW07A#BGJ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW07A#BGJ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW07A#BGJ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW07A#BGJ-4.jpg,0
6FW09A#BGJ,Impresión,Scanner,HP,"Escaner HP Enterprise Flow 5000 s5",https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW09A#BGJ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW09A#BGJ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW09A#BGJ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW09A#BGJ-4.jpg,0
6FW10A#BGJ,Impresión,Scanner,HP,"Escaner HP  Enterprise Flow N7000 snw1",https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW10A#BGJ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW10A#BGJ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW10A#BGJ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6FW10A#BGJ-4.jpg,0
75TR3DK-B.AUWQ,"Televisores y Monitores",Monitores,LG,"Monitor LG 75' UHD   tableros interactivos",,,,,4
75UR871C0SA.AWC,"Televisores y Monitores",Televisores,LG,"Televisor LG 75' Industrial UHD",,,,,4
7MD68A#BGJ,Impresión,Impresora,HP,"Impresora HP LaserJet M111w",https://sedvirtual.sedcolombia.com.co/stockimages/HP-7MD68A#BGJ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-7MD68A#BGJ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-7MD68A#BGJ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-7MD68A#BGJ-4.jpg,0
7MD74A#BGJ,Impresión,Multifuncional,HP,"Impresora multifunción HP LaserJet M141w",https://sedvirtual.sedcolombia.com.co/stockimages/HP-7MD74A#BGJ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-7MD74A#BGJ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-7MD74A#BGJ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-7MD74A#BGJ-4.jpg,0
7N914AT#ABA,"Televisores y Monitores",Monitores,HP,"Monitor HP 23.8' P24v G5 Full HD",,,,https://sedvirtual.sedcolombia.com.co/stockimages/HP-7N914ATABA-4.jpg,3
7PS84A#BGJ,Impresión,Impresora,HP,"Impresora HP  Enterprise M611dn",https://sedvirtual.sedcolombia.com.co/stockimages/HP-7PS84A#BGJ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-7PS84A#BGJ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-7PS84A#BGJ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-7PS84A#BGJ-4.jpg,0
8011876,Impresión,Scanner,KODAK,"Escaner Kodak E1030",,,,,4
823H1LA#ABM,Computadores,PC's,HP,"PC WS HP Z2G9 Intel i7-13700K 16GB 1TB SSD 8GB Windows 11 Profesional 3Y",https://sedvirtual.sedcolombia.com.co/stockimages/HP-823H1LA#ABM-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-823H1LA#ABM-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-823H1LA#ABM-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-823H1LA#ABM-4.jpg,0
82TS0094LM,Computadores,Portátiles,LENOVO,"Portátil Lenovo V14 Gen3 14' Intel I5-1235U 8GB 512GB SSD Free",,,,,4
842379,Impresión,"Suministros de impresión",RICOH,"Cartucho de toner Ricoh  Cyan IM C300F",,,,https://sedvirtual.sedcolombia.com.co/stockimages/RICOH-842379-4.jpg,3
842380,Impresión,"Suministros de impresión",RICOH,"Cartucho de toner Ricoh Magenta IM C300F",,,,https://sedvirtual.sedcolombia.com.co/stockimages/RICOH-842380-4.jpg,3
842381,Impresión,"Suministros de impresión",RICOH,"Cartucho de toner Ricoh Yellow IM C300F",,,,https://sedvirtual.sedcolombia.com.co/stockimages/RICOH-842381-4.jpg,3
865408-B21,Servidores,Fuentes,HP,"Fuente de Poder HPE 500W Flex Slot Platinum Hot Plug LH Power Supply Kit",,https://sedvirtual.sedcolombia.com.co/stockimages/HP-865408-B21-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-865408-B21-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-865408-B21-4.jpg,1
86UR8750PSA.AWC,"Televisores y Monitores",Televisores,LG,"Tv LG 86' 86UR8750PSA LED Ultra HD 4K Smart Tv",,,,,4
889W7LA#ABM,Computadores,Portátiles,HP,"Portátil HP WS Power 15.6' Intel I7-13700H 16GB 1TB SSD 4GB Windows 11 Pro 1Y",https://sedvirtual.sedcolombia.com.co/stockimages/HP-889W7LA#ABM-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-889W7LA#ABM-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-889W7LA#ABM-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-889W7LA#ABM-4.jpg,0
8A9F7LA#ABM,Computadores,PC's,HP,"PC WS HP Z1G9 Intel i7-13700 16GB 512GB SSD 4GB Windows 11 Profesional 3Y",https://sedvirtual.sedcolombia.com.co/stockimages/HP-8A9F7LA#ABM-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-8A9F7LA#ABM-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-8A9F7LA#ABM-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-8A9F7LA#ABM-4.jpg,0
8C1Z4LT#ABM,Computadores,"Todo en Uno",HP,"  AIO ProOne HP 440 G9R 24' Intel i7-13700 16GB 512GB SSD Win 11 Pro 1Y","https://sedvirtual.sedcolombia.com.co/stockimages/Computadores-AIO-440 G9R - Core i7-HP-8C1Z4LT#ABM -1.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Todo en Uno-AIO-440 G9R - Core i7-HP-8C1Z4LT#ABM -2.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Oficina-AIO-440 G9R - Core i7-HP-8C1Z4LT#ABM -3.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Transaccional-AIO-440 G9R - Core i7-HP-8C1Z4LT#ABM -4.jpg",0
8C1Z5LT#ABM,Computadores,"Todo en Uno",HP,"  AIO ProOne HP 440 G9R 24', Intel i5-13500, 16GB, 512GB SSD Win 11 Pro 1Y","https://sedvirtual.sedcolombia.com.co/stockimages/Computadores-AIO-440 G9R - Core i5-HP-8C1Z5LT#ABM -1.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Todo en Uno-AIO-440 G9R - Core i5-HP-8C1Z5LT#ABM -2.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Oficina-AIO-440 G9R - Core i5-HP-8C1Z5LT#ABM -3.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Transaccional-AIO-440 G9R - Core i5-HP-8C1Z5LT#ABM -4.jpg",0
8D0C9LA#ABM,Computadores,Portátiles,HP,"Portátil HP WS Power 15.6' AMD 7840HS 16GB 1TB SSD Windows 11 Pro 1Y",https://sedvirtual.sedcolombia.com.co/stockimages/HP-8D0C9LA#ABM-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-8D0C9LA#ABM-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-8D0C9LA#ABM-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-8D0C9LA#ABM-4.jpg,0
8X00M,Computadores,PC's,DELL,"Pc MFF DELL Optiplex 7010 Intel I5-13500T 8GB 256GB SSD Windows 11 Pro 3Y",,,,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-8X00M-4.jpg,3
91D34LA#ABM,Computadores,"Todo en Uno",HP,"AIO ProOne HP 240 G9 24' Intel i3-1215U 8GB 256GB SSD FreeDOS 1Y","https://sedvirtual.sedcolombia.com.co/stockimages/Computadores-AIO-240-HP-91D34LA#ABM -1.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Todo en Uno-AIO-240-HP-91D34LA#ABM -2.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Oficina-AIO-240-HP-91D34LA#ABM -3.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/Transaccional-AIO-240-HP-91D34LA#ABM -4.jpg",0
