sku,department,category,brand,name,image_1,image_2,image_3,image_4,correct_images
HKG75,Computadores,Portátiles,DELL,"Portátil Dell 3520 15.6' Intel I5-1235U 8GB 512GB SSD Linux 1Y",https://sedvirtual.sedcolombia.com.co/stockimages/DELL-HKG75-1.jpg,,,,3
R2C-AVR1008,"Potencia y Proteccion",Reguladores,CDP,"Regulador de Voltaje CDP R2C-AVR1008 1000VA/500W",,,,,4
R-UPR758,"Potencia y Proteccion",UPS´s,CDP,"UPS CDP R-UPR758 750VA/375W interactiva",,,,https://sedvirtual.sedcolombia.com.co/stockimages/CDP-R-UPR758-4.jpg,3
UPO11-2,"Potencia y Proteccion",UPS´s,CDP,"UPS CDP UPO11-2 2000VA/1800W Online",https://sedvirtual.sedcolombia.com.co/stockimages/CDP-UPO11-2-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/CDP-UPO11-2-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/CDP-UPO11-2-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/CDP-UPO11-2-4.jpg,0
UPO11-3AX,"Potencia y Proteccion",UPS´s,CDP,"UPS CDP UPO11-3AX 3000VA/300W Online",,,,,4
12K00046LS,Computadores,PC's,LENOVO,"AIO Lenovo NEO 30A  24' Intel i5-13420H 16G 512GB SSD Windows 11P 1Y",,,,,4
21JS001ELM,Computadores,Portátiles,LENOVO,"Portátil Lenovo Thinkpad E14  14' Ryzen7 -7330U 16GB 512GB SSD Windows 11P  3Y",,,,,4
GD4S3200316G-SMI,Almacenamiento,"Memoria RAM",ADATA,"Memoria Ram Adata Gold para portatil 16GB DDR4 3200mhz",,https://sedvirtual.sedcolombia.com.co/stockimages/ADATA-GD4S3200316G-SMI-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/ADATA-GD4S3200316G-SMI-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/ADATA-GD4S3200316G-SMI-4.jpg,1
A12HBLT#ABM,Computadores,Portátiles,HP,"Portatil HP 255 G9 15.6' Ryzen R5-7520U 8Gb 512SSD Linux 1Yr",https://sedvirtual.sedcolombia.com.co/stockimages/HP-A12HBLT#ABM-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-A12HBLT#ABM-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-A12HBLT#ABM-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-A12HBLT#ABM-4.jpg,0
6K6X8LT#ABM,Computadores,Portátiles,HP,"Portátil HP 240 G9 14' Celeron 4500 8GB 256GB SSD Linux",https://sedvirtual.sedcolombia.com.co/stockimages/HP-6K6X8LT#ABM-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6K6X8LT#ABM-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6K6X8LT#ABM-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-6K6X8LT#ABM-4.jpg,0
DWR-932C,Conectividad,Router,DLINK,"Router Dlink 4G",,,,,4
R660XSH2FY24v2,Servidores,Rack,DELL,"Servidor Rack Dell Xeon S 4410Y  32GB 480GB SSD 2.5-8 PERCH755 iDRAC9 Ent NIC57416 3Y PS",https://sedvirtual.sedcolombia.com.co/stockimages/DELL-R660XSH2FY24V2-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-R660XSH2FY24V2-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-R660XSH2FY24V2-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-R660XSH2FY24V2-4.jpg,0
R760XSH2FY24V2,Servidores,Rack,DELL,"Servidor Rack Dell Xeon S4410Y(2) 32GB(2) 480SSD 3.5-12 PERCH755 iDRAC9 Dat 57416 3PS+4HR",,,,https://sedvirtual.sedcolombia.com.co/stockimages/DELL-R760XSH2FY24V2-4.jpg,3
8J4D8AA#ABA,"Televisores y Monitores",Monitores,HP,"Monitor HP Pro 727pq 27' QHD","https://sedvirtual.sedcolombia.com.co/stockimages/HP-8J4D8AA#ABA -1.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/HP-8J4D8AA#ABA -2.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/HP-8J4D8AA#ABA -3.jpg","https://sedvirtual.sedcolombia.com.co/stockimages/HP-8J4D8AA#ABA -4.jpg",0
12K9005ELS,Computadores,PC's,LENOVO,"AIO Lenovo NEO 50A  24' Intel i7-13700H 16G 512GB SSD Windows 11P 1Y",,,,https://sedvirtual.sedcolombia.com.co/stockimages/LENOVO-12K9005ELS-4.jpg,3
21FS000TLM,Computadores,Portátiles,LENOVO,"Portátil Lenovo Thinkpad  L13 YOGA 13' Ryzen 7 PRO 7730U 16GB 512GB SSD W11P  3Y",,,,,4
21KJ009XLM,Computadores,Portátiles,LENOVO,"Portátil Lenovo ThinkBook 14 G6 14' Ryzen5 7430U 16GB 512GB FreeDOS 1YR",,,,,4
B11B239201,Impresión,Scanner,EPSON,"Escáner EPSON WorkForce DS-1630",,,,,4
B11B261201,Impresión,Scanner,EPSON,"Escáner EPSON ES-400II",,,,,4
7F218LT#ABM,Computadores,Portátiles,HP,"Portátil HP 255 G9 15.6' Ryzen 3-3250U 8GB 256GB SSD Linux",https://sedvirtual.sedcolombia.com.co/stockimages/HP-7F218LT#ABM-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-7F218LT#ABM-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-7F218LT#ABM-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-7F218LT#ABM-4.jpg,0
3G632A#BGJ,Impresión,Multifuncional,HP,"Impresora HP LaserJet Pro MFP 3103fdw",https://sedvirtual.sedcolombia.com.co/stockimages/HP-3G632A#BGJ-1.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-3G632A#BGJ-2.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-3G632A#BGJ-3.jpg,https://sedvirtual.sedcolombia.com.co/stockimages/HP-3G632A#BGJ-4.jpg,0
